Tutorial Map;//name---------------------------------------
  1437.001465;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1882.959351;//x
  1232.159180;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1858.733887;//x
  1845.299805;//y
  0.286513;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1634.070190;//x
  1838.692017;//y
  0.319179;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1541.561279;//x
  2028.112793;//y
  0.584925;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1662.705688;//x
  1236.887451;//y
  6.268392;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1953.448608;//x
  1159.797363;//y
  1.570594;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  2047.422852;//x
  1083.158813;//y
  3.144690;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  2049.625488;//x
  906.952026;//y
  3.144690;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1970.329102;//x
  801.227722;//y
  1.587300;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1771.317749;//x
  2060.232178;//y
  0.517378;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1621.940918;//x
  2227.827148;//y
  0.930276;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1437.949829;//x
  2291.586670;//y
  1.581731;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1409.606201;//x
  2069.106689;//y
  1.953745;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1666.230225;//x
  1445.227539;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  30;//number
  1533.458984;//x
  2292.124512;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.974193;//size
  6;//type
  30;//number
  1482.764038;//x
  2096.588135;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.974193;//size
  6;//type
  30;//number
  1598.637451;//x
  1942.090454;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1714.510742;//x
  2156.939697;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1827.969238;//x
  1958.989502;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1881.076904;//x
  1746.554932;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1661.401001;//x
  1741.726807;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1666.229004;//x
  1543.776978;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1881.076538;//x
  1538.948975;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1883.490845;//x
  1331.522705;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1668.642700;//x
  1338.764771;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1881.076660;//x
  1152.884521;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  2045.231201;//x
  1160.126465;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  2050.059082;//x
  1000.800537;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  5;//type
  8;//number
  1533.087646;//x
  2294.943359;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1483.373535;//x
  2098.346436;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1598.620972;//x
  1942.425293;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1711.608521;//x
  2154.839844;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1831.373535;//x
  1955.983032;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1661.893677;//x
  1741.308472;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1883.347656;//x
  1748.087769;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1878.828125;//x
  1542.452148;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1666.413574;//x
  1546.971558;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1882.841064;//x
  1333.870728;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1665.906372;//x
  1338.390137;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1882.840698;//x
  1157.611816;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  28;//number
  1451.930176;//x
  2185.305176;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394150;//size
  6;//type
  29;//number
  1280.024902;//x
  1347.964233;//y
  0.841556;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  894.333740;//x
  1511.393921;//y
  1.506122;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  475.956757;//x
  1459.096436;//y
  1.993721;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  260.231079;//x
  1138.775879;//y
  3.186802;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  305.991028;//x
  700.787537;//y
  3.346662;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  528.255127;//x
  347.781494;//y
  4.130501;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  940.094482;//x
  243.187637;//y
  4.742947;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  1358.471558;//x
  354.318909;//y
  5.182054;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  29;//number
  1763.772095;//x
  452.376495;//y
  4.750952;//angle
  1;//amount
  0;//side
  3.335528;//size
  6;//type
  28;//number
  1782.129028;//x
  798.477051;//y
  1.587300;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1590.350098;//x
  802.646179;//y
  1.587300;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  30;//number
  1686.239502;//x
  798.477600;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  30;//number
  1871.422607;//x
  800.572632;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  6;//type
  28;//number
  1544.494629;//x
  1173.696289;//y
  1.447569;//angle
  1;//amount
  0;//side
  2.167124;//size
  6;//type
  30;//number
  1652.890869;//x
  1161.187988;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  8;//number
  1654.975342;//x
  1165.356689;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1402.745972;//x
  785.966614;//y
  1.799262;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1244.319824;//x
  606.695313;//y
  1.799262;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1115.078003;//x
  594.188049;//y
  1.599645;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  994.174561;//x
  569.173584;//y
  2.079197;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1327.702881;//x
  977.745239;//y
  1.408637;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  935.807129;//x
  1219.552979;//y
  1.853551;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  802.395447;//x
  1202.876587;//y
  1.556898;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  673.153503;//x
  1194.538330;//y
  1.677658;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  598.109619;//x
  1127.832275;//y
  2.712539;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  760.704712;//x
  944.391785;//y
  2.712539;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  723.182617;//x
  827.656982;//y
  3.127286;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  677.322327;//x
  702.583679;//y
  2.577832;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  969.159302;//x
  794.303528;//y
  1.669445;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1081.725708;//x
  781.796143;//y
  1.275081;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1194.291626;//x
  769.288879;//y
  1.518556;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1302.688477;//x
  773.457947;//y
  1.597022;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1206.799927;//x
  994.419312;//y
  1.242350;//angle
  1;//amount
  0;//side
  1.064950;//size
  6;//type
  28;//number
  1081.726563;//x
  1019.433716;//y
  1.730673;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  668.986145;//x
  610.862488;//y
  3.909815;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  885.779480;//x
  723.428040;//y
  2.718581;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  547.704529;//x
  1012.355103;//y
  2.820950;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  1149.652588;//x
  254.827469;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  1551.456177;//x
  446.865021;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  706.488953;//x
  245.964264;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  346.048920;//x
  494.136353;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  254.461761;//x
  916.620117;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  284.006073;//x
  1359.782959;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  673.989807;//x
  1528.185547;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  1123.062622;//x
  1480.914795;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.240709;//size
  6;//type
  30;//number
  643.323914;//x
  644.813782;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  619.688354;//x
  1185.472778;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  918.085144;//x
  783.670227;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1055.466064;//x
  593.109680;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1178.074707;//x
  600.495789;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1048.079834;//x
  804.351440;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1151.485352;//x
  771.852539;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1257.845825;//x
  774.806946;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1367.160278;//x
  777.761414;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1272.619995;//x
  972.753479;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  1142.626343;//x
  1031.842407;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  879.682129;//x
  1215.016602;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  752.641113;//x
  1217.970825;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  578.330627;//x
  1073.205200;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  740.823975;//x
  895.939148;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  6;//type
  30;//number
  711.279541;//x
  762.989380;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.823305;//size
  5;//type
  8;//number
  705.370789;//x
  248.919952;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  1145.580078;//x
  260.737610;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  1550.336914;//x
  446.866394;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  347.885193;//x
  511.863770;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  253.343689;//x
  913.666321;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  279.933655;//x
  1362.738892;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  681.735901;//x
  1528.188843;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  1118.991211;//x
  1483.873291;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.210289;//size
  5;//type
  8;//number
  622.647034;//x
  1191.384155;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  572.421509;//x
  1082.069824;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  752.641907;//x
  1215.017578;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  885.590942;//x
  1209.108887;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1145.579346;//x
  1031.843628;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1278.528687;//x
  978.663757;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1358.298096;//x
  777.762512;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1237.168579;//x
  783.671387;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1136.718506;//x
  783.671387;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1027.405029;//x
  813.215820;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  932.863342;//x
  798.443604;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  740.825256;//x
  894.462891;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  720.144104;//x
  783.671509;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  643.328552;//x
  627.086243;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1036.267212;//x
  591.632996;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1178.079224;//x
  600.496338;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.925971;//size
  5;//type
  8;//number
  1942.994141;//x
  452.774811;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.746264;//size
  6;//type
  29;//number
  2200.027100;//x
  461.638458;//y
  1.564961;//angle
  1;//amount
  0;//side
  3.588769;//size
  6;//type
  28;//number
  2129.122070;//x
  801.397095;//y
  1.554051;//angle
  1;//amount
  0;//side
  1.514478;//size
  6;//type
  30;//number
  2050.061035;//x
  807.814758;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.957052;//size
  5;//type
  1;//number
  2049.352539;//x
  813.215210;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.653539;//size
  5;//type
  1;//number
  1694.821777;//x
  804.351868;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.653539;//size
  5;//type
  1;//number
  2043.444702;//x
  1152.974121;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.653539;//size
  5;//type
  1;//number
  1425.970215;//x
  1206.154297;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.653539;//size
  5;//type
  1;//number
  1482.103760;//x
  810.260315;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.653539;//size
  4;//type
  4;//number
  396.599548;//x
  1230.942383;//y
  2.117722;//angle
  1;//amount
  1;//side
  1.000000;//size
  4;//type
  4;//number
  1102.635376;//x
  453.105377;//y
  5.368794;//angle
  1;//amount
  1;//side
  1.000000;//size
  4;//type
  4;//number
  504.299438;//x
  620.639587;//y
  3.958694;//angle
  1;//amount
  1;//side
  1.000000;//size
  3;//type
  29;//number
  1474.862549;//x
  982.851135;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.342163;//size
  4;//type
  5;//number
  163.590942;//x
  2177.193359;//y
  3.096139;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  15;//number
  186.075424;//x
  2361.355957;//y
  1.236179;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  30;//number
  2077.393799;//x
  667.887817;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  6;//number
  164.429840;//x
  2184.436279;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.208954;//size
  4;//type
  6;//number
  1679.827393;//x
  563.604919;//y
  3.232181;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  6;//number
  1677.568970;//x
  564.734558;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.208954;//size
  6;//type
  30;//number
  1478.760376;//x
  803.626526;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.784447;//size
  end_objects;
map 5;//name---------------------------------------
  5;//identifier
  13;//width
  13;//height
  begin_map_grid;
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
  end_map_grid;
  begin_objects;
  5;//type
  2;//number
  406.502625;//x
  966.925293;//y
  1.614682;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  2;//number
  513.808105;//x
  964.919678;//y
  3.272723;//angle
  1;//amount
  0;//side
  0.723525;//size
  5;//type
  2;//number
  596.042358;//x
  964.919678;//y
  4.265101;//angle
  1;//amount
  0;//side
  0.929697;//size
  5;//type
  2;//number
  683.290894;//x
  966.925293;//y
  5.119869;//angle
  1;//amount
  0;//side
  0.828792;//size
  5;//type
  2;//number
  782.572815;//x
  964.919678;//y
  5.843870;//angle
  1;//amount
  0;//side
  0.888415;//size
  5;//type
  2;//number
  883.860535;//x
  964.919678;//y
  0.304739;//angle
  1;//amount
  0;//side
  0.728808;//size
  5;//type
  2;//number
  1027.267456;//x
  962.914063;//y
  1.329248;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  2;//number
  584.007080;//x
  599.882080;//y
  5.025079;//angle
  1;//amount
  0;//side
  0.669344;//size
  5;//type
  2;//number
  660.224060;//x
  597.876404;//y
  5.681216;//angle
  1;//amount
  0;//side
  0.923448;//size
  5;//type
  2;//number
  743.459534;//x
  597.876404;//y
  0.113204;//angle
  1;//amount
  0;//side
  0.766391;//size
  5;//type
  2;//number
  843.743713;//x
  597.876404;//y
  0.839482;//angle
  1;//amount
  0;//side
  0.883423;//size
  5;//type
  2;//number
  909.930359;//x
  597.876404;//y
  1.569261;//angle
  1;//amount
  0;//side
  0.720549;//size
  5;//type
  2;//number
  1012.219849;//x
  597.876404;//y
  2.351166;//angle
  1;//amount
  0;//side
  0.911625;//size
  4;//type
  7;//number
  381.704773;//x
  720.888916;//y
  3.134595;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  6;//number
  383.121094;//x
  723.721924;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  2;//number
  486.511536;//x
  600.502563;//y
  4.878645;//angle
  1;//amount
  0;//side
  0.912130;//size
  5;//type
  2;//number
  383.121033;//x
  600.502563;//y
  3.722943;//angle
  1;//amount
  0;//side
  0.563212;//size
  3;//type
  15;//number
  368.767151;//x
  817.896667;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  77;//number
  1128.560059;//x
  765.316711;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.648718;//size
  5;//type
  5;//number
  1135.639893;//x
  779.479919;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.877916;//size
  end_objects;
map 6;//name---------------------------------------
  6;//identifier
  15;//width
  15;//height
  begin_map_grid;
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
    9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
  end_map_grid;
  begin_objects;
  5;//type
  1;//number
  140.093948;//x
  143.588043;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  146.257080;//x
  1131.724976;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  1134.391724;//x
  147.698914;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  657.786133;//x
  1162.138916;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  647.514221;//x
  193.785034;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  117.507462;//x
  577.920715;//y
  0.000000;//angle
  1;//amount
  0;//side
  4.411256;//size
  5;//type
  1;//number
  1160.555664;//x
  599.162903;//y
  0.000000;//angle
  1;//amount
  0;//side
  4.411256;//size
  5;//type
  1;//number
  427.580444;//x
  580.514404;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.803375;//size
  5;//type
  1;//number
  809.984070;//x
  584.763428;//y
  0.000000;//angle
  1;//amount
  0;//side
  3.803375;//size
  5;//type
  1;//number
  1148.227539;//x
  1139.030396;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  892.616516;//x
  1637.363770;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  263.254791;//x
  1654.546875;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  2;//type
  25;//number
  937.749817;//x
  840.669678;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  15;//number
  821.693115;//x
  840.669495;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  1625.164551;//x
  300.558197;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  1629.628418;//x
  822.813965;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  5;//type
  1;//number
  1509.112061;//x
  1461.128296;//y
  0.000000;//angle
  1;//amount
  0;//side
  5.286845;//size
  end_objects;
select tutorial area;//name---------------------------------------
  7;//identifier
  20;//width
  20;//height
  begin_map_grid;
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
